Partlist

Exported from F030_R01.sch at 31.10.2019 12:09

EAGLE Version 9.2.1 Copyright (c) 1988-2018 Autodesk, Inc.

Assembly variant: 

Part     Value              Device                         Package            Library      Sheet
R144     2k                 R-EU_R0805                     R0805              rcl          20
R145     2k                 R-EU_R0805                     R0805              rcl          20
R146     2k                 R-EU_R0805                     R0805              rcl          20
R147     40k                R-EU_R0805                     R0805              rcl          20
R148     40k                R-EU_R0805                     R0805              rcl          20
R149     20k                R-EU_R0805                     R0805              rcl          20
R150     20k                R-EU_R0805                     R0805              rcl          20
R151     1M                 R-EU_R0805                     R0805              rcl          20
R152     1M                 R-EU_R0805                     R0805              rcl          20
R153     1M                 R-EU_R0805                     R0805              rcl          20
R154     1M                 R-EU_R0805                     R0805              rcl          20
R155     10k                R-EU_R0805                     R0805              rcl          20
R156     10k                R-EU_R0805                     R0805              rcl          20
R157     10k                R-EU_R0805                     R0805              rcl          20
R158     10k                R-EU_R0805                     R0805              rcl          20
R159     100k               R-EU_R0805                     R0805              rcl          20
R160     100k               R-EU_R0805                     R0805              rcl          20
R161     22                 R-EU_R0805                     R0805              rcl          21
R162     22                 R-EU_R0805                     R0805              rcl          21
R163     22                 R-EU_R0805                     R0805              rcl          21
R164     22                 R-EU_R0805                     R0805              rcl          21
R165     22                 R-EU_R0805                     R0805              rcl          21
R166     22                 R-EU_R0805                     R0805              rcl          21
S1                          DIP_SW_8PSPST                  CTS-214-08/SPST    F030NG       6
S2                          DIP_SW_2PSPST                  CTS-214-02/SPST    F030NG       6
S3                          DIP_SW_8PSPST                  CTS-214-08/SPST    F030NG       6
S4                          31-XX                          B3F-31XX           switch-omron 8
S6                          DIP_SW_3P                      CTS-214-03/SPST    F030NG       21
S7                          DIP_SW_SPDT                    CTS-214-02/SPDT    F030NG       21
S8                          DIP_SW_SPDT                    CTS-214-02/SPDT    F030NG       21
T1       MFET-P             MOSFET-P                       SOT23              F030NG       16
T2       MFET-P             MOSFET-P                       SOT23              F030NG       16
T3       2N3904             MMBT3904LT1-NPN-SOT23-BEC      SOT23-BEC          transistor   10
U1       ACIA-MIDI          MC68B50                        PLCC28             F030NG       1
U2       ACIA-KBD           MC68B50                        PLCC28             F030NG       1
U3       YM3439             YM3439-QFP44                   PQFP44             F030NG       1
U4       MFP                MC68901FN-PLCC52               PLCC52             F030NG       1
U5       74LS06-SO14        74LS06-SO14                    SO14               F030NG       1
U6       TLP291             OPTO_COUPLER-SO4               SO04               F030NG       1
U7       74HCT04            74HCT04                        SO14MY             74xx-eu      1
U8       MC1489             MC1489                         SO14               F030NG       1
U9       MC68882            MC68882-PLCC68S                PLCC68S            F030NG       2
U10      MC68030FE          MC68030FE-MQFP132              MQFP132            F030NG       2
U11      COMBEL             COMBEL-TQFP208/05              TQFP208-05         F030NG       3
U12      VIDEL              VIDEL-QFP120                   QFP120             F030NG       3
U13      VDAC               SGC_DAC                        PQFP44             F030NG       3
U14      S-DMA              S-DMA                          CQFP144            F030NG       5
U15      74ACT244D          74ACT244DW                     SOIC20             F030NG       6
U16      74ACT244D          74ACT244DW                     SOIC20             F030NG       6
U17      LM555-SO08         LM555-SO08                     SO08               F030NG       8
U18      74HC04             74HC04                         SO14MY             74xx-eu      8
U19      DS12885D           DS12885-SO24                   SOIC24             F030NG       8
U20      AM85C30            AM85C30                        PLCC44             F030NG       9
U21      MC1489             MC1489                         SO14               F030NG       9
U22      MC1488             MC1488-SO                      SO14               F030NG       9
U23      AD725              AD725D                         SOIC16             F030NG       10
U24      L53C80             L53C80JC2-PLCC44               PLCC44             F030NG       11
U25      AJAX               AJAX                           DIL28              F030NG       12
U26      7406               7406-SO14                      SO14               F030NG       12
U27      AM26LS31           AM26LS31                       SO16               F030NG       12
U28      GAL16V8-PLCC       GAL16V8-PLCC                   PLCC20             F030NG       13
U29      GAL16V8-PLCC       GAL16V8-PLCC                   PLCC20             F030NG       13
U30      GAL16V8-PLCC       GAL16V8-PLCC                   PLCC20             F030NG       13
U31      GAL16V8-PLCC       GAL16V8-PLCC                   PLCC20             F030NG       13
U32      GAL20V8-PLCC       GAL20V8-PLCC                   PLCC28             F030NG       13
U33      AT93C46D           AT93C46BD                      SO08               F030NG       16
U34      ISP1160            ISP1160                        LQFP64             F030NG       16
U35      RTL8019AS          RTL8019AS                      PQFP100            F030NG       16
U36      74ALS574D          74HCT574D                      SOIC20             F030NG       16
U37      74LS245D           74LS245D                       SOIC20             F030NG       16
U38      MC56303            MC56303                        TQFP144            F030NG       18
U39      IS61LV12824        IS61LV12824                    PQFP100            F030NG       18
U40      CS4218             CS4218-TQFP                    TQFP44             F030NG       19
U41      LM4881             LM4881-SOIC                    SO08               F030NG       20
U42      MAX4469EKA+T       MAX4469EKA+T                   SOT23-8            F030NG       20
U43      DS1100-500         DS1100                         SO08               F030NG       21
U44      CY2292             CY2292                         SO16               F030NG       21
U45      MAX743CPE          MAX743CPE-SO                   SOIC16             F030NG       22
U46      TC2117-XX          TC2117-XX                      SOT-223            F030NG       22
U47      74LS08             7408                           SO14MY             74xx-eu      1
U48      74LS00             74LS00D                        SO14MY             74xx-eu      16
X1       FAN_PWR            22-23-2021                     22-23-2021         con-molex    22
